藥品代碼,中文名稱,劑型,製造廠名稱,效能名稱,基準方名,發證日期,有效期間,收載日,不再收載日,備註
A055369,"""""""三才堂""""白虎湯濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,清熱瀉火之,白虎湯,20101027,20151027,,,
A055373,"""""""三才堂""""香薷飲濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,清暑之劑,香薷飲,20101027,20151027,,,
A055379,"""""""天一""""麻黃附子細辛湯濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,發表之劑,麻黃附子.,20101027,20151027,,,
A055387,〝勸奉堂〞普濟消毒飲湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之,普濟消毒飲,20101028,20151028,,,
A055388,"""""""富田""""立妍濃縮膠囊(防風通聖散)""",濃縮膠囊劑,富田製藥廠股份有限公司,表裡之劑,防風通聖散,20101124,20151124,,,
A055398,”國科”加味逍遙散濃縮錠,濃縮錠劑,國科生技製藥股份有限公司,和解之劑,加味逍遙散,20101126,20151126,,,
A055399,"""""""順天堂""""理中湯濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司台中廠,祛寒之劑,理中湯,20101126,20151126,,,
A055403,"""""""順天堂""""大柴胡湯去大黃濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司新店廠,表裡之劑,大柴胡湯去,20101126,20151126,,,
A055439,"""""""領先""""天麻藤飲濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,袪風之劑,天麻鉤藤飲,20101203,20170816,,,
A055440,"""""""領先""""'杏蘇散濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,發表之劑,兒科杏蘇散,20101203,20170409,,,
A055441,"""""""領先""""桃紅四物湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理血之劑,桃紅四物湯,20101203,20170919,,,
A055446,"""""""領先""""羌活勝濕湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,利濕之劑,羌活勝濕湯,20101203,20171112,,,
A055447,"""""""領先""""麻杏甘石湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,麻杏甘石湯,20101203,20170820,,,
A055448,"""""""領先""""安中散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理氣之劑,安中散,20101203,20170820,,,
A055449,"""""""領先""""加味逍遙散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,和解之劑,加味逍遙散,20101203,20170820,,,
A055450,"""""""領先""""川芎茶調散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,發表之劑,川芎茶調散,20101203,20170919,,,
A055451,"""""""領先""""'生脈飲濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,生脈飲,20101203,20170919,,,
A055452,"""""""領先""""銀翹散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,發表之劑,銀翹散,20101203,20171205,,,
A055453,"""""""領先""""'百合固金湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,百合固金湯,20101203,20170827,,,
A055454,"""""""領先""""八正散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,利濕之劑,八正散,20101203,20171116,,,
A055455,"""""""領先""""'柴胡加龍骨牡蠣湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,安神之劑,柴胡加龍骨,20101203,20170919,,,
A055456,"""""""領先""""竹葉石膏湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,竹葉石膏湯,20101203,20170820,,,
A055459,"""""""領先""""半夏厚朴湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理氣之劑,半夏厚朴湯,20101203,20170327,,,
A055460,"""領先""平胃散濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,消導之劑,平胃散,20101203,20180506,,,
A055461,“領先”半夏瀉心湯濃縮顆粒,濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之劑,半夏瀉心湯,20130104,20180507,,,
A055462,"""""""領先""""桂枝茯苓丸濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理血之劑,桂枝茯苓丸,20101203,20170530,,,
A055463,"""領先""當歸拈痛湯濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,利濕之劑,當歸拈痛湯,20101203,20180506,,,
A055464,"""""""領先""""'完帶湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,經產之劑,完帶湯,20100312,20181208,,,
A055465,"""領先""涼膈散濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,涼膈散,20101203,20180512,,,
A055466,"""領先""正骨紫金丹濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理血之劑,正骨紫金丹,20101203,20180514,,,
A055467,"""領先""茵陳蒿湯濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,利濕之劑,茵陳蒿湯,20101203,20180514,,,
A055468,"""領先""保和丸濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,消導之劑,保和丸,20101203,20180514,,,
A055469,"""領先""'上中下通用痛風丸濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,袪風之劑,上中下通用,20101203,20180515,,,
A055470,"""領先""'溫膽湯濃縮顆粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,和解之劑,溫膽湯,20101203,20180515,,,
A055471,"""""""領先""""防風通聖散濃縮錠""",濃縮錠劑,領先奈米製藥生技股份有限公司台南廠,表裡之劑,防風通聖散,20101203,20170808,,,
A055472,"""""""領先""""普濟消毒飲濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,普濟消毒飲,20101208,20170816,,,
A055473,"""""""領先""""當歸芍藥散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,經產之劑,當歸芍藥散,20101208,20170816,,,
A055474,"""""""領先""""少腹逐瘀湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理血之劑,少腹逐瘀湯,20101208,20170816,,,
A055475,"""""""領先""""蘇子降氣湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理氣之劑,蘇子降氣散,20101208,20170816,,,
A055476,"""""""領先""""辛夷清肺湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,辛夷清肺湯,20101208,20170808,,,
A055477,"""""""領先""""小柴胡湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,和解之劑,小柴胡湯,20101208,20170808,,,
A055478,"""""""領先""""五苓散濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,利濕之劑,五苓散,20101208,20170809,,,
A055479,"""""""領先""""桑菊飲濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,表裡之劑,桑菊飲,20101208,20170622,,,
A055480,"""""""領先""""葛根黃芩黃連湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,表裡之劑,葛根黃芩黃,20101208,20170523,,,
A055481,"""""""領先""""六君子湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,六君子湯,20101203,20170413,,,
A055482,"""""""領先""""藿香正氣散濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,和解之劑,藿香正氣散,20101208,20170417,,,
A055483,"""領先""玉泉丸濃縮丸",濃縮丸劑,領先奈米製藥生技股份有限公司台南廠,潤燥之劑,玉泉丸,20101208,20170425,,,
A055484,"""""""領先""""辛夷散濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,辛夷散,20101208,20170413,,,
A055490,"""領先""一貫煎濃縮顆粒",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,補養之劑,一貫煎,20101208,20180506,,,
A055491,"""領先""清胃散濃縮顆粒",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,清胃散,20101208,20180506,,,
A055492,"""領先""天王補心丹濃縮顆粒",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,補養之劑,天王補心丹,20101208,20180506,,,
A055493,"""""""領先""""金鎖固精丸濃縮丸""",濃縮丸劑,領先奈米製藥生技股份有限公司台南廠,收濇之劑,金鎖固精丸,20110314,20180506,,,
A055494,"""""""領先""""還少丹濃縮丸""",濃縮丸劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,還少丹,20110314,20180508,,,
A055495,"""""""領先""""蠲痹湯濃縮顆粒""",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,袪風之劑,蠲痺湯,20101208,20180215,,,
A055496,"""領先""托裏消毒飲濃縮顆粒",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,癰瘍之劑,托裏消毒飲,20101208,20180508,,,
A055497,"""""""領先""""導赤散濃縮顆粒""",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,導赤散,20101208,20180215,,,
A055498,"""""""領先""""半夏天麻白朮湯濃縮顆粒""",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,袪痰之劑,半夏天麻白,20101208,20180215,,,
A055499,"""領先""秦艽鱉甲散濃縮顆粒",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,補養之劑,秦艽鱉甲散,20101208,20180508,,,
A055500,"""領先""萆薢分清飲濃縮顆粒",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,利濕之劑,萆薢分清飲,20101208,20180508,,,
A055501,"""""""領先""""歸脾湯濃縮顆粒""",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,理血之劑,歸脾湯,20101208,20171205,,,
A055502,"""""""領先""""七寶美髯丹濃縮丸""",濃縮丸劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,七寶美髯丹,20110314,20180515,,,
A055503,"""""""領先""""響聲破笛丸濃縮顆粒""",濃縮顆粒,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,響聲破笛丸,20101208,20171205,,,
A055505,"""""""德山""""複方丹參片濃縮丸""",濃縮丸劑,德山製藥股份有限公司,理血之劑,複方丹參片,20101208,20151208,,,
A055506,"""""""德山""""六味地黃丸濃縮丸""",濃縮丸劑,德山製藥股份有限公司,補養之劑,六味地黃丸,20101208,20151208,,,
A055512,"""""""三才堂""""附子理中湯濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,袪寒之劑,附子理中湯,20101213,20151213,,,
A055526,"""""""領先""""乙字湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理血之劑,乙字湯,20110113,20170812,,,
A055527,"""""""領先""""蒼耳散濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,蒼耳散,20110113,20170417,,,
A055528,"""""""領先""""溫經湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,經產之劑,溫經湯,20110113,20170327,,,
A055529,"""""""領先""""三黃瀉心湯濃縮錠""",濃縮錠劑,領先奈米製藥生技股份有限公司台南廠,清熱瀉火之,三黃瀉心湯,20110113,20161117,,,
A055586,"""""""領先""""潤腸湯濃縮膠囊""",濃縮膠囊劑,領先奈米製藥生技股份有限公司台南廠,潤燥之劑,潤腸湯,20110113,20161117,,,
A055587,"""""""領先""""柴陷湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,袪痰之劑,柴陷湯,20110113,20161117,,,
A055588,"""""""領先""""麥門冬湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,潤燥之劑,麥門冬湯,20110113,20161016,,,
A055589,"""""""領先""""濟生腎氣丸濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,濟生腎氣丸,20110113,20161106,,,
A055590,"""""""領先""""四物湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,四物湯,20110113,20161011,,,
A055591,"""""""領先""""血府逐瘀湯濃縮顆粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,理血之劑,血府逐瘀湯,20110113,20161011,,,
A055592,"""""""領先""""芎歸膠艾湯濃縮細粒""",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,經產之劑,芎歸膠艾湯,20110113,20161003,,,
A055606,"""""""三才堂""""旋覆代赭石湯濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,理氣之劑,旋覆代赭石,20110127,20160127,,,
A055608,"""""""三才堂""""排膿散濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,癰瘍之劑,排膿散,20110128,20160128,,,
A055609,"""""""三才堂""""桔梗湯濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,袪痰之劑,桔梗湯,20110128,20160128,,,
A055622,"""""""三才堂""""龜鹿二仙膠濃縮細粒""",濃縮顆粒劑,三才堂製藥廠有限公司,補養之劑,龜鹿二仙膠,20110217,20160217,,,
A055623,"""""""順天堂""""柴胡清肝湯濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司台中廠,清熱瀉火之,柴胡清肝湯,20110223,20190525,,,
A055625,"""天明""克唐濃縮膠囊(玉泉丸)",濃縮膠囊劑,領先奈米製藥生技股份有限公司台南廠,潤燥之劑,玉泉丸,20110225,20180619,,,
A055637,"""""""科達""""大柴胡湯濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,表裡之劑,大柴胡湯,20111223,20161223,,,
A055642,"""""""順天堂""""玉泉丸濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司新店廠,潤燥之劑,玉泉丸,20110317,20160317,,,
A055659,"""""""領先""""八味地黃丸濃縮丸""",濃縮丸劑,領先奈米製藥生技股份有限公司台南廠,補養之劑,八味地黃丸,20110324,20161011,,,
A055660,"""順天堂""複方丹參片濃縮顆粒",濃縮顆粒劑,順天堂藥廠股份有限公司台中廠,理血之劑,複方丹參片,20110324,20160324,,,
A055661,"""""""領先""""獨活寄生湯濃縮散""",濃縮散劑,領先奈米製藥生技股份有限公司台南廠,袪風之劑,獨活寄生湯,20110324,20161117,,,
A055662,"""""""領先""""豬苓湯濃縮散""",濃縮散劑,領先奈米製藥生技股份有限公司台南廠,利濕之劑,豬苓湯,20110324,20161011,,,
A055666,"""""""順天堂""""天麻?藤飲濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司台中廠,祛風之劑,天麻?藤飲,20110329,20160329,,,
A055668,"""""""順天堂""""蠲痹湯濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司台中廠,祛風之劑,蠲痹湯,20110330,20190525,,,
A055691,"""“莊松榮”精氣神源濃縮膠囊（龜鹿二仙膏）",濃縮膠囊劑,莊松榮製藥廠有限公司里港分廠,補養之劑,龜鹿二仙膠,20110408,20160408,,,
A055700,〝勸奉堂〞止嗽散濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪痰之劑,止嗽散,20110413,20160413,,,
A055730,〞勝昌〞瓜蔞枳實湯濃縮細粒　　　　,濃縮顆粒劑,勝昌製藥廠股份有限公司中壢廠,祛痰之劑,瓜蔞枳實湯,20110428,20160428,,,
A055820,〝港香蘭〞黃連阿膠湯濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,和解之劑,黃連阿膠湯,20110503,20160503,,,
A055837,"""""""仙豐""""黃連阿膠湯濃縮細粒""","""濃縮細",仙豐股份有限公司蘇澳製藥廠,和解之劑,黃連阿膠湯,20110526,20160526,,,
A055838,"""""""順天堂""""益氣聰明湯濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司新店廠,補養之劑,益氣聰明湯,20110526,20160526,,,
A055840,”國科”豬苓湯濃縮錠,濃縮錠劑,國科生技製藥股份有限公司,利濕之劑,豬苓湯,20110602,20160602,,,
A055844,"""""""順天堂""""越鞠丸濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司新店廠,理氣之劑,越鞠丸,20110603,20160603,,,
A055845,〞勝昌〞肥兒八珍糕濃縮細粒　　　　　　,濃縮顆粒劑,勝昌製藥廠股份有限公司中壢廠,補養之劑,肥兒八珍糕,20110603,20160603,,,
A055846,"""“勝昌”理冠丹參散濃縮顆粒（複方丹參片）",濃縮顆粒劑,勝昌製藥廠股份有限公司中壢廠,理血之劑,複方丹參片,20110603,20160603,,,
A055849,"""""""順天堂""""槐花散濃縮顆粒""",濃縮顆粒劑,順天堂藥廠股份有限公司新店廠,理血之劑,槐花散,20110608,20160608,,,
A055850,〝牛標〞黃連上清丸濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之,黃連上清丸,20110613,20160527,,,
A055851,〝牛標〞散腫潰堅湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,癰瘍之劑,散腫潰堅湯,20110613,20160220,,,
A055852,〝牛標〞越婢加朮湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,利濕之劑,越婢加朮湯,20110613,20150929,,,
A055853,〝牛標〞辛夷清肺飲濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪痰之劑,辛夷清肺湯,20110613,20150904,,,
A055854,〝牛標〞黃耆五物湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,黃耆五物湯,20110613,20150619,,,
A055855,〝牛標〞瓜蔞枳實湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪痰之劑,瓜蔞枳實湯,20110613,20150530,,,
A055856,〝牛標〞白虎加人參湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清暑之劑,白虎加人參,20110613,20150503,,,
A055857,〝牛標〞小建中湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪寒之劑,小建中湯,20110613,20150314,,,
A055858,〝牛標〞甘麥大棗湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,安神之劑,甘麥大棗湯,20110613,20150210,,,
A055859,〝牛標〞竹葉石膏湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清暑之劑,竹葉石膏湯,20110613,20150210,,,
A055860,〝牛標〞玉屏風散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,收濇之劑,玉屏風散,20110613,20190616,,,
A055861,〝牛標〞小柴胡湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,和解之劑,小柴胡湯,20110613,20190616,,,
A055862,〝牛標〞甘露飲濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,潤燥之劑,甘露飲,20110613,20190615,,,
A055863,〝牛標〞金鎖固精丸濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,收濇之劑,金鎖固精丸,20110613,20190531,,,
A055864,〝牛標〞蒼耳散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之,蒼耳散,20110613,20190527,,,
A055865,〝牛標〞羌活勝濕湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,利濕之劑,羌活勝濕湯,20110613,20190324,,,
A055866,〝牛標〞六味地黃丸濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,六味地黃丸,20110613,20190324,,,
A055868,〝勸奉堂〞葛根湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,發表之劑,葛根湯,20110613,20190721,,,
A055869,〝勸奉堂〞龍膽瀉肝湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之劑,龍膽瀉肝湯(丸),20110613,20190721,,,
A055870,〝勸奉堂〞香薷飲濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清暑之劑,香薷飲,20110613,20190420,,,
A055872,〝勸奉堂〞荊芥連翹湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之,荊芥連翹湯,20110613,20190331,,,
A055873,〝勸奉堂〞九味羌活湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,發表之劑,九味羌活湯,20110613,20190331,,,
A055874,〝勸奉堂〞少腹逐瘀湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,理血之劑,少腹逐瘀湯,20110613,20190310,,,
A055876,〝勸奉堂〞當歸飲子濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,癰瘍之劑,當歸飲子,20110613,20190811,,,
A055877,〝勸奉堂〞托裏消毒飲濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,癰瘍之劑,托裏消毒飲,20110613,20191012,,,
A055878,〝勸奉堂〞六君子湯縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,六君子湯(丸),20110613,20191029,,,
A055879,〝勸奉堂〞桑螵蛸散濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,收濇之劑,桑螵蛸飲,20110613,20191029,,,
A055881,〝勸奉堂〞?肝湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,理血之劑,疏肝湯,20110613,20150221,,,
A055997,〝勸奉堂〞雙解通聖散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,表裡之劑,雙解散,20110613,20150729,,,
A055998,〝勸奉堂〞消風散濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪風之劑,消風散,20110613,20150801,,,
A056000,〝勸奉堂〞桂枝芍藥知母湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪風之劑,桂枝芍藥知,20110613,20150811,,,
A056002,〝勸奉堂〞茯?丹濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,收濇之劑,茯菟丹,20110613,20151113,,,
A056003,〝勸奉堂〞女科柏子仁丸濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,經產之劑,女科柏子仁,20110613,20151211,,,
A056005,〝勸奉堂〞清心利膈湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之,清心利膈湯,20110613,20160220,,,
A056006,〝勸奉堂〞參苓白朮散濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,參苓白朮散,20110613,20160412,,,
A056010,〝牛標〞還少丹濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,還少丹,20110617,20150729,,,
A056011,〝牛標〞桃紅四物湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,理血之劑,桃紅四物湯,20110617,20150125,,,
A056012,〝牛標〞杏蘇散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,表裡之劑,杏蘇飲,20110617,20190802,,,
A056013,〝牛標〞五積散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,表裡之劑,五積散,20110617,20190801,,,
A056014,〝牛標〞保產無憂方濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,經產之劑,保產無憂方,20110617,20190721,,,
A056015,〝牛標〞防風通聖散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,表裡之劑,防風通聖散,20110617,20190715,,,
A056016,〝牛標〞加味逍遙散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,和解之劑,加味逍遙散,20110617,20190616,,,
A056018,〝勸奉堂〞逍遙散濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,和解之劑,逍遙散,20110617,20150524,,,
A056019,〝勸奉堂〞補中益氣湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,補中益氣湯,20110617,20150525,,,
A056021,〝勸奉堂〞滋腎明目湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,滋腎明目湯,20110617,20150818,,,
A056026,〝牛標〞薏苡仁湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,利濕之劑,薏苡仁湯,20110621,20150929,,,
A056027,〝牛標〞柴胡加龍骨牡蠣湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,安神之劑,柴胡加龍骨,20110621,20150929,,,
A056028,〝牛標〞補陰湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,補陰湯,20110621,20150904,,,
A056029,〝牛標〞濟生腎氣丸濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,濟生腎氣丸,20110621,20150801,,,
A056030,〝牛標〞補陽還五湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,理血之劑,補陽還五湯,20110621,20190310,,,
A056031,〝勸奉堂〞十六味流氣飲濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,癰瘍之劑,十六味流氣飲,20110621,20190715,,,
A056032,〝勸奉堂〞杞菊地黃丸濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,杞菊地黃丸,20130509,20190715,,,
A056033,〝勸奉堂〞響聲破笛丸濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,潤燥之劑,響聲破笛丸,20110621,20190715,,,
A056034,〝勸奉堂〞兒科杏蘇飲濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,表裡之劑,兒科杏蘇散,20110621,20190616,,,
A056036,〝勸奉堂〞復元活血湯濃縮顆粒(去穿山甲),濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,理血之劑,復元活血湯,20110621,20190601,,,
A056037,〝勸奉堂〞辛夷散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,發表之劑,辛夷散,20110621,20190531,,,
A056038,〝勸奉堂〞涼膈散濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之,涼膈散,20110621,20190527,,,
A056040,〝勸奉堂〞十全大補湯濃縮顆粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,補養之劑,十全大補湯(丸),20110621,20190810,,,
A056041,〝勸奉堂〞洗肝明目散濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,清熱瀉火之劑,洗肝明目湯,20110621,20190922,,,
A056042,〝勸奉堂〞定喘湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,理氣之劑,定喘湯,20110621,20191209,,,
A056043,〝勸奉堂〞厚朴溫中湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,袪寒之劑,厚朴溫中湯,20110621,20191222,,,
A056044,〝勸奉堂〞柴陷湯濃縮細粒,濃縮顆粒劑,勸奉堂製藥股份有限公司桃園廠,和解之劑,柴陷湯,20110621,20150929,,,
