藥品代碼,中文名稱,劑型,製造廠名稱,發證日期,有效期間,收載日,不再收載日,備註
A042475,“東陽”白芷濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,19980731,20180731,,,
A042476,“東陽”酸棗仁濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,19980731,20180731,,,
A042546,“東陽”麥門冬濃縮顆粒,濃縮顆粒劑,東陽製藥股份有限公司,19980811,20180825,,,
A042548,“東陽”丹參濃縮顆粒,濃縮顆粒劑,東陽製藥股份有限公司,19981029,20180825,,,
A042549,”莊松榮”白花蛇舌草濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,19980825,20180825,,,
A042550,”莊松榮”雞內金濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19980825,20180825,,,
A042551,”莊松榮”生薑濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19980825,20180825,,,
A042564,”莊松榮”倒地蜈蚣濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19980908,20180908,,,
A042581,”莊松榮”夏枯草濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19980919,20180919,,,
A042582,”莊松榮”白鮮皮濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19980919,20180919,,,
A042615,"""""""晉安""""艾葉濃縮細粒""",濃縮顆粒劑,晉安製藥股份有限公司,19981014,20181014,,,
A042616,"""""""晉安""""巴戟天濃縮細粒""",濃縮顆粒劑,晉安製藥股份有限公司,19981014,20181014,,,
A042632,"""""""晉安""""紫菀濃縮細粒""",濃縮顆粒劑,晉安製藥股份有限公司,19981030,20181030,,,
A042635,"""""""天一""""玄參濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,19981030,20181030,,,
A042637,”莊松榮”淡竹葉濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19981030,20181030,,,
A042680,”莊松榮”山豆根濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19981123,20181123,,,
A042681,”莊松榮”半枝蓮濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19981123,20181123,,,
A042682,”莊松榮”女貞子濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19981123,20181123,,,
A042703,“東陽”羌活濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,19981210,20181210,,,
A042733,”莊松榮”白殭蠶濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19990111,20190111,,,
A042736,”莊松榮”薑黃濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19990111,20190111,,,
A042738,”莊松榮”骨碎補濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司里港分廠,19990111,20190111,,,
A042784,”生達”丹參濃縮膠囊,濃縮膠囊劑,三友生技醫藥股份有限公司製藥廠,19990204,20140204,,,
A042786,”莊松榮”莪朮濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19990210,20190210,,,
A042792,"""""""仙豐""""白朮濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990210,20190210,,,
A042793,"""""""仙豐""""丹參濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990210,20190210,,,
A042832,"""""""仙豐""""黃耆濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990308,20190308,,,
A042850,"""""""仙豐""""當歸濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990317,20190317,,,
A042851,"""""""仙豐""""桔梗濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990317,20190317,,,
A042852,"""""""仙豐""""甘草濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990317,20190317,,,
A042865,"""""""仙豐""""麥門冬濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990325,20190325,,,
A042866,"""""""仙豐""""山查濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990325,20190325,,,
A042892,"""""""仙豐""""川芎濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990408,20190408,,,
A042926,"""""""仙豐""""射干濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990420,20190420,,,
A042927,"""""""仙豐""""陳皮濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990420,20190420,,,
A042928,"""""""仙豐""""玄參濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990420,20190420,,,
A042979,"""""""仙豐""""黃芩濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990525,20190525,,,
A042982,"""""""仙豐""""白芍濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990525,20190525,,,
A042984,"""""""仙豐""""生地黃濃縮散""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990525,20190528,,,
A042988,”莊松榮”桑枝濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,19990712,20190712,,,
A043089,"""仙豐""雞血藤濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043091,”晉安”紫蘇濃縮顆粒,濃縮顆粒劑,晉安製藥股份有限公司,19990712,20190712,,,
A043094,"""仙豐""杏仁濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043095,"""仙豐""香附濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043096,"""仙豐""羌活濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043098,"""仙豐""延胡索濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043099,"""仙豐""木香濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043103,"""仙豐""白芷濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043104,"""仙豐""荊芥濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990712,20190712,,,
A043105,"""仙豐""北茵陳濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991218,20190712,,,
A043108,”晉安”竹茹濃縮顆粒,濃縮顆粒劑,晉安製藥股份有限公司,19990716,20190716,,,
A043167,”晉安”沙參濃縮顆粒,濃縮顆粒劑,晉安製藥股份有限公司,19990817,20190817,,,
A043193,〞萬國〞熟地黃濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20100730,20190824,,,
A043194,〞萬國〞魚腥草濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19991227,20190824,,,
A043195,〞萬國〞枸杞子濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19990824,20190824,,,
A043226,"""仙豐""薄荷濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043227,"""仙豐""牡丹皮濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043228,"""仙豐""鉤藤濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043229,"""仙豐""栝樓仁濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043230,"""仙豐""川牛膝濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043231,"""仙豐""牛蒡子濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043232,"""仙豐""乳香濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043233,"""仙豐""五味子濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990908,20190908,,,
A043234,"""仙豐""枳殼濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190923,,,
A043235,"""仙豐""何首烏濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043236,"""仙豐""防風濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043237,"""仙豐""赤芍濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043238,"""仙豐""金銀花濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043239,"""仙豐""辛夷濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043240,"""仙豐""連翹濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043241,"""仙豐""菊花濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043242,"""仙豐""枳實濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043243,"""仙豐""車前子濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19990913,20190913,,,
A043287,〞萬國〞龍膽草濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20100625,20191001,,,
A043340,"""仙豐""板藍根濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991105,20191105,,,
A043341,"""仙豐""柴胡濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991105,20191105,,,
A043342,"""仙豐""肉蓯蓉濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991105,20191105,,,
A043343,"""仙豐""秦艽濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991105,20191105,,,
A043344,"""仙豐""酸棗仁濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991105,20191105,,,
A043345,"""仙豐""桂枝濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991105,20191105,,,
A043354,〞萬國〞獨活濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19991105,20141105,,,
A043355,〞萬國〞鎖陽濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19991105,20141105,,,
A043370,〞萬國〞知母濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19991110,20141110,,,
A043372,"""科達""製附子濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,20131114,20191110,,,
A043373,"""科達""款冬花濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,20110920,20191110,,,
A043374,"""科達""升麻濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991110,20191110,,,
A043375,"""科達""藳本濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991110,20191110,,,
A043376,"""科達""殭蠶濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991110,20191110,,,
A043377,"""科達""百合濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991110,20191110,,,
A043378,"""仙豐""黃連濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991110,20191110,,,
A043379,"""仙豐""杜仲濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991110,20191110,,,
A043380,"""仙豐""續斷濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991110,20191110,,,
A043381,"""仙豐""紅花濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991110,20191110,,,
A043382,"""仙豐""茯苓濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991110,20191110,,,
A043383,"""仙豐""知母濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991110,20191110,,,
A043410,〞萬國〞蒲公英濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20000710,20141208,,,
A043412,〞萬國〞防風濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19991208,20141208,,,
A043414,"""科達""訶子濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991208,20191208,,,
A043415,"""科達""獨活濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,20110713,20191208,,,
A043416,"""科達""烏梅濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991208,20191208,,,
A043417,"""科達""青皮濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991208,20191208,,,
A043418,"""科達""橘紅濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,20110408,20191208,,,
A043419,"""科達""馬勃濃縮細粒",濃縮顆粒劑,科達製藥股份有限公司,19991208,20191208,,,
A043423,"""仙豐""川楝子濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991208,20191208,,,
A043424,"""仙豐""細辛濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991208,20191208,,,
A043425,"""仙豐""淫羊藿濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991208,20191208,,,
A043426,"""仙豐""款冬花濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991208,20191208,,,
A043427,"""仙豐""厚朴濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991208,20191208,,,
A043428,"""仙豐""枸杞子濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,19991208,20191208,,,
A043456,〞萬國〞紅花濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,19991231,20141231,,,
A043475,"""仙豐""虎杖濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000119,20200119,,,
A043476,"""仙豐""薏苡仁濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000119,20200119,,,
A043477,"""仙豐""黃柏濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000119,20200119,,,
A043478,"""仙豐""熟地黃濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000119,20200119,,,
A043479,"""仙豐""寄生濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000119,20200119,,,
A043480,"""仙豐""大黃濃縮散",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000119,20200119,,,
A043532,"""復旦""巴戟天濃縮細粒",濃縮顆粒劑,復旦製藥廠股份有限公司,20000216,20200216,,,
A043533,"""復旦""桑白皮濃縮細粒",濃縮顆粒劑,復旦製藥廠股份有限公司,20000216,20200216,,,
A043560,"""仙豐""覆盆子濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043561,"""仙豐""山茱萸濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043562,"""仙豐""地龍濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043563,"""仙豐""女貞子濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043564,"""仙豐""補骨脂濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043565,"""仙豐""人參濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043566,"""仙豐""桃仁濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043567,"""仙豐""黨參濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043568,"""仙豐""百合濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043569,"""仙豐""蔓荊子濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043570,"""仙豐""紫菀濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043571,"""仙豐""蒲公英濃縮粉",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000223,20200223,,,
A043582,〝港香蘭〞紫草根濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20000303,20200303,,,
A043583,〝港香蘭〞阿膠濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20000303,20200303,,,
A043584,〝港香蘭〞倒地蜈蚣濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司 ,20000303,20200303,,,
A043611,順然黃連濃縮錠,濃縮錠劑,順然藥品股份有限公司南投廠,20000316,20150316,,,
A043646,"""""""仙豐""""骨碎補濃縮粉""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000407,20150407,,,
A043647,"""""""仙豐""""益母草濃縮粉""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000407,20150407,,,
A043648,"""""""仙豐""""蒿本濃縮粉""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000407,20150407,,,
A043649,"""""""仙豐""""炮附子濃縮粉""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000407,20150407,,,
A043650,"""""""仙豐""""桑白皮濃縮粉""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000407,20150407,,,
A043651,"""""""仙豐""""懷牛膝濃縮粉""",濃縮散劑,仙豐股份有限公司蘇澳製藥廠,20000407,20150407,,,
A043958,〞萬國〞半夏濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20000908,20150908,,,
A044150,”復旦”牛蒡子濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20001211,20151211,,,
A044151,”復旦”貝母濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20001211,20151211,,,
A044152,”復旦”木通濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20001211,20151211,,,
A044158,”復旦”天門冬濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20001211,20151211,,,
A044229,”復旦”百合濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010120,20160120,,,
A044230,”復旦”山藥濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010120,20160120,,,
A044391,"""""""晉安""""龍沙濃縮錠(麻黃)""",濃縮錠劑,晉安製藥股份有限公司,20010327,20160327,,,
A044426,”復旦”女貞子濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010420,20160420,,,
A044427,”復旦”阿膠濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010420,20160420,,,
A044428,”復旦”大腹皮濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010420,20160420,,,
A044429,”復旦”升麻濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010420,20160420,,,
A044455,”復旦”木香濃縮細粒,濃縮顆粒劑,復旦製藥廠股份有限公司,20010516,20160516,,,
A044520,"""""""復旦""""附子濃縮細粒""",濃縮顆粒劑,復旦製藥廠股份有限公司,20010711,20160711,,,
A044583,"""""""復旦""""遠志濃縮細粒""",濃縮顆粒劑,復旦製藥廠股份有限公司,20010817,20160817,,,
A044584,”復旦”荊芥,濃縮顆粒劑,復旦製藥廠股份有限公司,20010817,20160817,,,
A044670,"""""""漁人""""甘草濃縮細粒""",濃縮顆粒劑,德山製藥股份有限公司,20011023,20161023,,,
A044679,"""""""漁人""""桔梗濃縮細粒""",濃縮顆粒劑,德山製藥股份有限公司,20011031,20161031,,,
A044703,”復旦”竹茹,濃縮顆粒劑,復旦製藥廠股份有限公司,20011115,20161115,,,
A044704,”復旦”藿香,濃縮顆粒劑,復旦製藥廠股份有限公司,20011115,20161115,,,
A044705,”復旦”半夏,濃縮顆粒劑,復旦製藥廠股份有限公司,20011115,20161115,,,
A044725,”復旦”白果,濃縮顆粒劑,復旦製藥廠股份有限公司,20011204,20161204,,,
A044891,〞勝昌〞板藍根濃縮細粒,濃縮顆粒劑,勝昌製藥廠股份有限公司中壢廠,20020402,20170402,,,
A044902,"""領先""丹參濃縮細粒",濃縮顆粒劑,領先奈米製藥生技股份有限公司台南廠,20020402,20170402,,,
A044903,"""""""仙鹿""""丹參""",濃縮膠囊劑,仙鹿製藥股份有限公司,20020402,20170402,,,
A044904,"""""""仙鹿""""丹參""",濃縮錠劑,仙鹿製藥股份有限公司,20020402,20170402,,,
A044929,"""""""天一""""木瓜濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020423,20170423,,,
A044939,"""""""天一""""青皮濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020426,20170426,,,
A044940,"""""""天一""""羌活濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020426,20170426,,,
A044955,"""""""天一""""前胡濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020509,20170509,,,
A044956,"""""""天一""""北沙參濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020509,20170509,,,
A044957,"""""""天一""""橘紅濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020509,20170509,,,
A044981,"""""""科達""""黃連濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20020523,20170523,,,
A044982,"""""""科達""""大棗濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20020523,20170523,,,
A044992,"""""""天一""""何首烏濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020523,20170523,,,
A044993,"""""""天一""""遠志濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020523,20170523,,,
A044994,"""""""天一""""獨活濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020523,20170523,,,
A045021,"""""""富田""""杜仲濃縮錠""",濃縮錠劑,富田製藥廠股份有限公司,20020701,20170701,,,
A045027,〞萬國〞仙楂濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20020701,20170701,,,
A045048,"""""""富田""""麻黃濃縮錠""",濃縮錠劑,富田製藥廠股份有限公司,20020724,20170724,,,
A045053,"""""""科達""""玉竹濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20020724,20170724,,,
A045054,"""""""科達""""黃精濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20020724,20170724,,,
A045055,"""""""科達""""白及濃縮細粒""",濃縮顆粒劑,科達製藥股份有限公司,20020724,20170724,,,
A045060,"""""""富田""""麻黃濃縮細粒""",濃縮顆粒劑,富田製藥廠股份有限公司,20020729,20170729,,,
A045114,"""""""順天堂""""黃耆濃縮膠囊""",濃縮膠囊劑,順天堂藥廠股份有限公司台中廠,20020910,20170910,,,
A045115,"""""""順天堂""""板藍根濃縮膠囊""",濃縮膠囊劑,順天堂藥廠股份有限公司台中廠,20020910,20170910,,,
A045116,"""""""順天堂""""何首烏濃縮膠囊""",濃縮膠囊劑,順天堂藥廠股份有限公司台中廠,20020910,20170910,,,
A045117,"""""""順天堂""""三七濃縮膠囊""",濃縮膠囊劑,順天堂藥廠股份有限公司台中廠,20020910,20170910,,,
A045118,"""""""順天堂""""當歸濃縮膠囊""",濃縮膠囊劑,順天堂藥廠股份有限公司台中廠,20020910,20170910,,,
A045130,"""""""天一""""紫菀濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020924,20170924,,,
A045131,"""""""天一""""續斷濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020924,20170924,,,
A045132,"""""""天一""""枇杷葉濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20020924,20170924,,,
A045141,"""德山""杏仁濃縮細粒",濃縮顆粒劑,德山製藥股份有限公司,20021003,20171003,,,
A045210,"""""""天一""""女貞子濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20021112,20171112,,,
A045211,"""""""天一""""杜仲濃縮顆粒""",濃縮顆粒劑,天一藥廠股份有限公司,20021112,20171112,,,
A045214,"""""""莊松榮""""阿膠濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20021112,20171112,,,
A045215,"""""""莊松榮""""天門冬濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20021112,20171112,,,
A045216,"""""""莊松榮""""天麻濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20021112,20171112,,,
A045268,"""""""東陽""""車前子濃縮細粒""",濃縮顆粒劑,東陽製藥股份有限公司,20021206,20171206,,,
A045285,"""""""東陽""""夏枯草濃縮細粒""",濃縮顆粒劑,東陽製藥股份有限公司,20021224,20171224,,,
A045296,"""東陽""土茯苓濃縮細粒",濃縮顆粒劑,東陽製藥股份有限公司,20030106,20180106,,,
A045317,"""莊松榮""黃精濃縮細粒",濃縮顆粒劑,莊松榮製藥廠有限公司,20030120,20180120,,,
A045318,"""""""莊松榮""""山茱萸濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20030120,20180120,,,
A045319,"""莊松榮""虎杖濃縮細粒",濃縮顆粒劑,莊松榮製藥廠有限公司,20130108,20180120,,,
A045320,"""""""莊松榮""""肉蓯蓉濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20030120,20180120,,,
A045321,"""""""莊松榮""""薤白濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20030120,20180120,,,
A045322,"""""""莊松榮""""烏梅濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20030120,20180120,,,
A045323,"""""""莊松榮""""青皮濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,20030120,20180120,,,
A045324,"""""""莊松榮""""澤蘭濃縮細粒""",濃縮顆粒劑,莊松榮製藥廠有限公司,19110120,20180120,,,
A045398,”港香蘭”山豆根濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030311,20180311,,,
A045399,”港香蘭”陳皮濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030311,20180311,,,
A045400,”港香蘭”甘草濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030311,20180311,,,
A045452,〞萬國〞大黃濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20030402,20180402,,,
A045453,〞萬國〞肉蓯蓉濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20030402,20180402,,,
A045454,〞萬國〞巴戟天濃縮細粒,濃縮顆粒劑,信宏科技製藥股份有限公司,20030402,20180402,,,
A045457,“東陽”山楂濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,20030402,20180402,,,
A045461,”港香蘭”半枝蓮濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030402,20180402,,,
A045478,“東陽”續斷濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,20030410,20180410,,,
A045479,“東陽”附子濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,20030410,20180410,,,
A045480,”港香蘭”柏子仁濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030410,20180410,,,
A045481,”港香蘭”豬苓濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030410,20180410,,,
A045482,”港香蘭”茯神濃縮細粒,濃縮顆粒劑,港香蘭藥廠股份有限公司,20030410,20180410,,,
A045513,”莊松榮”覆盆子濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20030527,20180527,,,
A045514,”莊松榮”大腹皮濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20140923,20180527,,,
A045515,”莊松榮”黃水茄濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20030527,20180527,,,
A045516,”莊松榮”蒲黃濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20030527,20180527,,,
A045525,“東陽”黨參濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,20030501,20180501,,,
A045526,“東陽”夜交藤濃縮細粒,濃縮顆粒劑,東陽製藥股份有限公司,20030501,20180501,,,
A045565,"""順天堂""黃連濃縮膠囊",濃縮膠囊,順天堂藥廠股份有限公司台中廠,20030523,20180523,,,
A045635,”莊松榮”獨活濃縮細粒,濃縮顆粒劑,莊松榮製藥廠有限公司,20030704,20180704,,,
